408;30;23;6
408;31;23;6
408;30;24;6
408;30;25;6
408;30;26;6
408;30;27;6
408;31;24;6
408;31;25;6
408;31;26;6
408;31;27;6
486;30;31;6
491;31;30;6
486;31;31;6
486;30;31;7
491;31;30;7
486;31;31;7
408;32;23;6
408;33;23;6
408;34;23;6
408;35;23;6
408;36;23;6
408;37;23;6
408;38;23;6
408;39;23;6
408;32;24;6
408;32;25;6
408;32;26;6
408;32;27;6
408;33;24;6
408;33;25;6
408;33;26;6
408;33;27;6
408;34;24;6
408;34;25;6
408;34;26;6
408;34;27;6
408;35;24;6
408;35;25;6
408;35;26;6
408;35;27;6
408;36;24;6
408;36;25;6
408;36;26;6
408;36;27;6
408;37;24;6
408;37;25;6
408;37;26;6
408;37;27;6
408;38;24;6
408;38;25;6
408;38;26;6
408;38;27;6
408;39;24;6
408;39;25;6
408;39;26;6
408;39;27;6
4957;32;31;3
4958;32;30;4
4959;32;31;4
4957;32;29;5
4958;32;30;5
4959;32;31;5
491;32;30;6
486;32;31;6
491;33;30;6
486;33;31;6
1771;34;28;6
1771;34;29;6
1771;34;30;6
486;34;31;6
1771;35;28;6
1771;35;29;6
1771;35;30;6
486;35;31;6
491;32;30;7
486;32;31;7
491;33;30;7
486;33;31;7
491;34;30;7
486;34;31;7
491;35;30;7
486;35;31;7
4957;37;31;3
4958;37;30;4
4959;37;31;4
4957;37;29;5
4958;37;30;5
4959;37;31;5
487;38;31;5
487;39;30;5
498;39;31;5
491;36;30;6
486;36;31;6
491;37;30;6
486;37;31;6
491;38;30;6
486;38;31;6
491;39;30;6
486;39;31;6
491;36;30;7
486;36;31;7
491;37;30;7
486;37;31;7
491;38;30;7
486;38;31;7
491;39;30;7
486;39;31;7
491;40;30;5
486;40;31;5
491;41;30;5
486;41;31;5
494;42;31;5
491;40;30;6
486;40;31;6
491;41;30;6
486;41;31;6
494;42;31;6
491;40;30;7
486;40;31;7
488;41;30;7
494;41;31;7
493;27;33;7
493;28;33;6
493;28;34;6
486;29;32;6
486;29;33;6
486;29;34;6
496;29;35;6
486;30;32;6
486;30;33;6
491;30;34;6
486;30;35;6
486;31;32;6
486;31;33;6
486;31;34;6
486;31;35;6
486;28;33;7
496;28;34;7
486;29;32;7
486;29;33;7
486;29;34;7
486;30;32;7
486;30;33;7
486;30;34;7
486;30;35;7
486;31;32;7
486;31;33;7
486;31;34;7
486;31;35;7
496;30;36;6
486;31;36;6
492;31;36;7
4957;32;32;2
4957;32;33;2
4957;32;32;3
4957;32;33;3
4957;32;34;3
4960;32;32;4
4958;32;33;4
4959;32;34;4
4960;32;35;4
4960;32;32;5
4958;32;33;5
4959;32;34;5
4960;32;35;5
486;32;32;6
486;32;33;6
486;32;34;6
486;32;35;6
486;33;32;6
486;33;33;6
486;33;34;6
486;33;35;6
486;34;32;6
486;34;33;6
486;34;34;6
486;34;35;6
486;35;32;6
486;35;33;6
486;35;34;6
486;35;35;6
486;32;32;7
486;32;33;7
486;32;34;7
486;32;35;7
486;33;32;7
486;33;33;7
486;33;34;7
486;33;35;7
486;34;32;7
486;34;33;7
486;34;34;7
486;34;35;7
486;35;32;7
486;35;33;7
486;35;34;7
486;35;35;7
4957;37;32;2
4957;37;33;2
4957;37;32;3
4957;37;33;3
4957;37;34;3
4960;37;32;4
4959;37;34;4
4960;37;35;4
4960;37;32;5
4958;37;33;5
4959;37;34;5
4960;37;35;5
493;38;32;5
493;38;33;5
493;38;34;5
493;38;35;5
486;39;32;5
486;39;33;5
486;39;34;5
486;39;35;5
486;36;32;6
486;36;33;6
486;36;34;6
486;36;35;6
486;37;32;6
486;37;33;6
486;37;34;6
486;37;35;6
486;38;32;6
486;38;33;6
486;38;34;6
486;38;35;6
486;39;32;6
486;39;33;6
486;39;34;6
486;39;35;6
486;36;32;7
486;36;33;7
486;36;34;7
486;36;35;7
486;37;32;7
486;37;33;7
486;37;34;7
486;37;35;7
486;38;32;7
486;38;33;7
486;38;34;7
486;38;35;7
486;39;32;7
486;39;33;7
486;39;34;7
486;39;35;7
486;40;32;5
486;40;33;5
486;40;34;5
486;40;35;5
486;41;32;5
486;41;33;5
486;41;34;5
486;41;35;5
494;42;32;5
494;42;33;5
494;42;34;5
494;42;35;5
486;40;32;6
486;40;33;6
486;40;34;6
486;40;35;6
486;41;32;6
486;41;33;6
486;41;34;6
486;41;35;6
494;42;32;6
494;42;33;6
494;42;34;6
494;42;35;6
486;40;32;7
486;40;33;7
486;40;34;7
486;40;35;7
494;41;32;7
494;41;33;7
494;41;34;7
494;41;35;7
4957;32;36;5
486;32;36;6
486;33;36;6
492;33;37;6
486;34;36;6
486;35;36;6
492;32;36;7
492;33;36;7
492;34;36;7
492;35;36;7
4957;37;36;5
493;38;36;5
486;39;36;5
486;36;36;6
486;37;36;6
486;38;36;6
486;39;36;6
492;36;36;7
492;37;36;7
492;38;36;7
492;39;36;7
486;40;36;5
486;41;36;5
486;40;36;6
495;41;36;6
492;40;36;7
490;41;36;7
4809;560;761;7
4809;560;762;7
4809;560;763;7
4809;561;761;7
4809;561;762;7
4809;561;763;7
4809;562;761;7
4809;562;762;7
4809;562;763;7
4809;563;761;7
4809;563;762;7
4809;563;763;7
4809;564;761;7
4809;564;762;7
4809;564;763;7
4809;565;761;7
4809;565;762;7
4809;565;763;7
4809;566;761;7
4809;566;762;7
4809;566;763;7
4809;567;761;7
4809;567;762;7
4809;567;763;7
4809;568;761;7
4809;568;762;7
4809;568;763;7
4809;569;761;7
4809;569;762;7
4809;569;763;7
4809;570;761;7
4809;570;762;7
4809;570;763;7
4809;571;761;7
4809;571;762;7
4809;571;763;7
4809;572;761;7
4809;572;762;7
4809;572;763;7
4809;573;761;7
4809;573;762;7
4809;573;763;7
4809;574;761;7
4809;574;762;7
4809;574;763;7
4809;575;761;7
4809;575;762;7
4809;575;763;7
4809;560;764;7
4809;560;765;7
4809;560;766;7
4809;560;767;7
4809;561;764;7
4809;561;765;7
4809;561;766;7
4809;561;767;7
4809;562;764;7
4809;562;765;7
4809;562;766;7
4809;562;767;7
4809;563;764;7
4809;563;765;7
4809;563;766;7
4809;563;767;7
4809;564;764;7
4809;564;765;7
4809;564;766;7
4809;564;767;7
4809;565;764;7
4809;565;765;7
4809;565;766;7
4809;565;767;7
4809;566;764;7
4809;566;765;7
4809;566;766;7
4809;566;767;7
4809;567;764;7
4809;567;765;7
4809;567;766;7
4809;567;767;7
4809;568;764;7
4809;568;765;7
4809;568;766;7
4809;568;767;7
4809;569;764;7
4809;569;765;7
4809;569;766;7
4809;569;767;7
4809;570;764;7
4809;570;765;7
4809;570;766;7
4809;570;767;7
4809;571;764;7
4809;571;765;7
4809;571;766;7
4809;571;767;7
4809;572;764;7
4809;572;765;7
4809;572;766;7
4809;572;767;7
4809;573;764;7
4809;573;765;7
4809;573;766;7
4809;573;767;7
4809;574;764;7
4809;574;765;7
4809;574;766;7
4809;574;767;7
4809;575;764;7
4809;575;765;7
4809;575;766;7
4809;575;767;7
4809;576;761;7
4809;576;762;7
4809;576;763;7
4809;577;761;7
4809;577;762;7
4809;577;763;7
4809;578;761;7
4809;578;762;7
4809;578;763;7
4809;579;761;7
